"Age","State","Income","Education","Employment","Marital","Smokes","Political","Name","Occupation"
51,"South Carolina",2357.61,"Master's Degree","Unemployed","Married",FALSE,"Republican","Maceson","Marketer"
80,"Pennsylvania",49961.84,"9th Grade to 12th Grade, No Diploma","Student","Never Married",FALSE,"Republican","Christoffer","Construction"
84,"Oklahoma",6523.64,"Nursery School to 8th Grade","Full Time","Widowed",FALSE,"Democrat","Mung","Data Scientist"
31,"Illinois",29294.44,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Mckinzey","Doctor"
34,"Tennessee",31961.86,"Regular High School Diploma","Part Time","Separated",FALSE,"Democrat","Javareon","Teacher"
64,"Iowa",28960.12,"9th Grade to 12th Grade, No Diploma","Unemployed","Widowed",FALSE,"Democrat","Lynnanne","Construction"
68,"Texas",17082.97,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Emyly","Data Scientist"
63,"Florida",57791.04,"Regular High School Diploma","Full Time","Never Married",TRUE,"Democrat","Roxa","Construction"
31,"Florida",29087.59,"GED or Alternative Credential","Full Time","Separated",TRUE,"Democrat","Lamecia","Farmer"
60,"Arkansas",84526.62,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Republican","Kennet","Construction"
29,"North Carolina",10405.87,"Some College, 1 or More Years, No Degree","Part Time","Never Married",FALSE,"Republican","Annabellee","Teacher"
37,"California",21083.35,"Master's Degree","Unemployed","Divorced",FALSE,"Democrat","Dequane","Construction"
74,"New Mexico",11679.1,"Bachelor's Degree","Part Time","Widowed",FALSE,"Democrat","Lafonya","Construction"
70,"Ohio",74986.36,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Democrat","Ronea","Marketer"
27,"Indiana",49525.38,"Professional School Degree","Unemployed","Divorced",FALSE,"Republican","Mellisa","Construction"
66,"Indiana",12502.75,"Regular High School Diploma","Student","Never Married",TRUE,"Democrat","Cherrisse","Lawyer"
49,"Indiana",7548.03,"Some College, 1 or More Years, No Degree","Unemployed","Divorced",FALSE,"Democrat","Savonn","Data Scientist"
60,"Mississippi",12669.92,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Afiya","Construction"
30,"Texas",41896.48,"Some College, 1 or More Years, No Degree","Part Time","Widowed",FALSE,"Democrat","Arinda","Lawyer"
44,"California",38845.58,"Associate's Degree","Retired","Widowed",FALSE,"Democrat","Khalief","Lawyer"
50,"Arizona",26732.26,"Nursery School to 8th Grade","Full Time","Never Married",FALSE,"Republican","Morayo","Teacher"
42,"Minnesota",47919.65,"Some College, Less than 1 Year","Student","Widowed",FALSE,"Democrat","Ashlinn","Data Scientist"
52,"Florida",74283.24,"Master's Degree","Student","Never Married",FALSE,"Democrat","Eastyn","Construction"
31,"California",27255.26,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Venisha","Farmer"
71,"North Carolina",9117.07,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Zahar","Doctor"
58,"North Carolina",99960.62,"Associate's Degree","Full Time","Divorced",FALSE,"Democrat","Iniko","Construction"
63,"Nebraska",4382.41,"Bachelor's Degree","Full Time","Never Married",TRUE,"Democrat","Rouldph","Lawyer"
25,"Illinois",60305.09,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Raylena","Construction"
46,"Iowa",42834.38,"Bachelor's Degree","Unemployed","Divorced",FALSE,"Democrat","Gilchrist","Doctor"
67,"Virginia",39099.41,"Master's Degree","Full Time","Divorced",FALSE,"Republican","Armante","Lawyer"
76,"Iowa",42656.86,"Regular High School Diploma","Student","Divorced",TRUE,"Republican","Dredon","Teacher"
60,"South Carolina",21059.61,"Some College, Less than 1 Year","Full Time","Divorced",TRUE,"Democrat","Katiera","Lawyer"
50,"Ohio",23362.63,"Master's Degree","Full Time","Married",FALSE,"Democrat","Jowell","Construction"
57,"Missouri",44535.79,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Pressie","Doctor"
18,"New Jersey",116618.54,"9th Grade to 12th Grade, No Diploma","Unemployed","Separated",FALSE,"Republican","Dylanmichael","Unemployed"
18,"Texas",33499.56,"Bachelor's Degree","Retired","Separated",TRUE,"Republican","Aericka","Construction"
59,"Arizona",69693.06,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Shaqille","Teacher"
27,"Michigan",58324.18,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Abrihet","Unemployed"
69,"Wisconsin",66935.34,"Bachelor's Degree","Full Time","Divorced",FALSE,"Republican","Roxxane","Farmer"
79,"Nevada",4506.67,"Master's Degree","Full Time","Widowed",FALSE,"Republican","Cynthea","Farmer"
52,"Tennessee",69680.77,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Terani","Lawyer"
31,"California",36265.39,"Bachelor's Degree","Retired","Widowed",FALSE,"Republican","Genece","Marketer"
75,"Indiana",24239.62,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Rafeeq","Doctor"
29,"Kansas",8728.16,"Nursery School to 8th Grade","Full Time","Never Married",FALSE,"Democrat","Elvie","Farmer"
25,"Texas",32731.95,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Democrat","Luisangel","Lawyer"
36,"California",41810.68,"No Schooling Completed","Unemployed","Married",FALSE,"Republican","Nathean","Construction"
37,"New York",79223.22,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Guilian","Construction"
52,"South Carolina",143648.34,"Regular High School Diploma","Unemployed","Married",FALSE,"Republican","Jaylean","Marketer"
35,"Texas",31845.18,"Master's Degree","Full Time","Widowed",FALSE,"Democrat","Learta","Teacher"
18,"Michigan",69051.8,"Regular High School Diploma","Full Time","Widowed",TRUE,"Democrat","Mikle","Lawyer"
29,"New York",2855.5,"Some College, Less than 1 Year","Retired","Widowed",FALSE,"Republican","Santara","Teacher"
82,"California",83989.79,"Associate's Degree","Full Time","Widowed",FALSE,"Democrat","Vandon","Marketer"
72,"Florida",87776.53,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Margarethe","Data Scientist"
19,"Utah",64401.14,"Regular High School Diploma","Part Time","Divorced",FALSE,"Republican","Paulyn","Teacher"
63,"Indiana",67012.46,"Regular High School Diploma","Part Time","Never Married",FALSE,"Republican","Quinto","Farmer"
56,"Pennsylvania",31043.31,"Regular High School Diploma","Full Time","Never Married",TRUE,"Democrat","Esthel","Construction"
27,"Tennessee",7470.32,"Doctorate Degree","Unemployed","Never Married",FALSE,"Republican","Javari","Teacher"
40,"California",43199.92,"Master's Degree","Retired","Divorced",FALSE,"Democrat","Gallie","Data Scientist"
51,"Tennessee",23319.92,"9th Grade to 12th Grade, No Diploma","Student","Separated",TRUE,"Democrat","Maykaylee","Doctor"
53,"Georgia",43716.42,"Bachelor's Degree","Student","Separated",TRUE,"Republican","Milesha","Lawyer"
57,"New Mexico",7875.62,"Some College, 1 or More Years, No Degree","Full Time","Separated",FALSE,"Democrat","Jaeleen","Farmer"
65,"Iowa",41016.93,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Saraia","Teacher"
54,"California",29234.99,"Nursery School to 8th Grade","Unemployed","Married",FALSE,"Republican","Justi","Marketer"
88,"Florida",9526.49,"Regular High School Diploma","Part Time","Married",FALSE,"Democrat","Moneka","Construction"
77,"Alabama",56229.35,"Regular High School Diploma","Retired","Separated",FALSE,"Republican","Evvy","Unemployed"
85,"Alabama",6602.67,"Master's Degree","Full Time","Never Married",FALSE,"Democrat","Lyon","Unemployed"
46,"Missouri",34649.35,"No Schooling Completed","Full Time","Divorced",FALSE,"Republican","Frasier","Construction"
67,"Michigan",136554.9,"Regular High School Diploma","Student","Married",TRUE,"Democrat","Clemma","Teacher"
30,"Florida",40842.77,"Some College, 1 or More Years, No Degree","Student","Separated",FALSE,"Republican","Bellamae","Lawyer"
62,"Alabama",49104.95,"GED or Alternative Credential","Full Time","Widowed",FALSE,"Democrat","Alissandra","Teacher"
54,"Connecticut",36493.22,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Aashir","Unemployed"
36,"Iowa",27373.37,"Regular High School Diploma","Student","Never Married",FALSE,"Republican","Eural","Doctor"
81,"Texas",35522,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Jaleyza","Farmer"
40,"Ohio",30515.62,"GED or Alternative Credential","Unemployed","Married",FALSE,"Republican","Aubriahna","Lawyer"
41,"Nevada",18950.96,"Bachelor's Degree","Full Time","Widowed",TRUE,"Republican","Breauna","Data Scientist"
60,"Texas",3081.34,"Associate's Degree","Full Time","Widowed",FALSE,"Democrat","Draxie","Construction"
19,"New Mexico",18170.83,"Some College, 1 or More Years, No Degree","Retired","Married",FALSE,"Democrat","Belenda","Doctor"
20,"Louisiana",13952.06,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Omkar","Data Scientist"
24,"California",54715.88,"Bachelor's Degree","Unemployed","Never Married",FALSE,"Republican","Amius","Marketer"
42,"Texas",33414.07,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Yuria","Unemployed"
69,"New York",13098.72,"GED or Alternative Credential","Full Time","Married",FALSE,"Democrat","Emmelyne","Doctor"
25,"Ohio",14471.91,"9th Grade to 12th Grade, No Diploma","Unemployed","Divorced",FALSE,"Democrat","Makih","Lawyer"
74,"New York",30130.19,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Mekel","Teacher"
87,"Oklahoma",25198.59,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Nieka","Data Scientist"
44,"Louisiana",28407.51,"Bachelor's Degree","Retired","Married",FALSE,"Republican","Melayah","Doctor"
84,"Missouri",41744.72,"Regular High School Diploma","Unemployed","Widowed",FALSE,"Democrat","Jyair","Lawyer"
55,"New Jersey",72538.17,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Republican","Brizeyda","Marketer"
86,"Texas",30066.59,"Regular High School Diploma","Retired","Widowed",TRUE,"Democrat","Araiyah","Construction"
63,"California",11739.49,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Eversyn","Doctor"
46,"Colorado",63131.7,"Nursery School to 8th Grade","Full Time","Separated",TRUE,"Republican","Garlon","Lawyer"
30,"Ohio",11794.13,"Associate's Degree","Unemployed","Widowed",FALSE,"Democrat","Trenese","Construction"
18,"Pennsylvania",13945.17,"Regular High School Diploma","Unemployed","Married",TRUE,"Democrat","Karalyne","Lawyer"
79,"New York",33692.68,"9th Grade to 12th Grade, No Diploma","Retired","Married",FALSE,"Republican","Amyracle","Doctor"
49,"Florida",49642.97,"GED or Alternative Credential","Student","Separated",FALSE,"Democrat","Aneesia","Unemployed"
85,"Ohio",16527.43,"Professional School Degree","Full Time","Never Married",TRUE,"Democrat","Stanislaus","Farmer"
24,"Wisconsin",47907.44,"Associate's Degree","Full Time","Never Married",TRUE,"Republican","Mannon","Farmer"
26,"Florida",45846.86,"Regular High School Diploma","Full Time","Divorced",TRUE,"Republican","Lettica","Construction"
21,"Tennessee",18029.31,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Nasheem","Construction"
49,"Tennessee",5195.96,"Associate's Degree","Full Time","Widowed",FALSE,"Democrat","Idelisa","Data Scientist"
71,"Maryland",50751.21,"Some College, 1 or More Years, No Degree","Full Time","Married",TRUE,"Republican","Claybon","Lawyer"
81,"Arizona",13102.86,"Regular High School Diploma","Full Time","Never Married",FALSE,"Republican","Merion","Construction"
74,"California",104476.69,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Caitilyn","Marketer"
23,"New Mexico",42817.07,"Some College, 1 or More Years, No Degree","Student","Never Married",FALSE,"Democrat","Jupiter","Unemployed"
40,"Colorado",65511.86,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Nytasia","Lawyer"
49,"Virginia",11999.26,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Republican","Narielle","Farmer"
86,"Georgia",63205.95,"Regular High School Diploma","Part Time","Divorced",FALSE,"Republican","Kain","Doctor"
79,"Texas",94019.76,"9th Grade to 12th Grade, No Diploma","Unemployed","Separated",FALSE,"Republican","Elissabeth","Unemployed"
24,"Texas",23445.73,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Belynda","Doctor"
56,"Minnesota",65935.38,"Master's Degree","Full Time","Married",FALSE,"Democrat","Andora","Construction"
36,"Tennessee",22274.75,"Bachelor's Degree","Full Time","Married",TRUE,"Republican","Semahj","Farmer"
40,"Texas",62388.64,"Nursery School to 8th Grade","Student","Never Married",FALSE,"Democrat","Ranasia","Lawyer"
54,"Missouri",36884.5,"Regular High School Diploma","Full Time","Never Married",TRUE,"Democrat","Keneasha","Marketer"
75,"Massachusetts",64972.25,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Emmah","Teacher"
63,"Georgia",22956.89,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Sabian","Data Scientist"
81,"Connecticut",44340.06,"Nursery School to 8th Grade","Full Time","Divorced",FALSE,"Democrat","Velcie","Teacher"
88,"Idaho",34477.17,"Regular High School Diploma","Unemployed","Divorced",FALSE,"Democrat","Dzuy","Lawyer"
73,"Tennessee",81766.88,"Bachelor's Degree","Retired","Never Married",FALSE,"Democrat","Celvin","Unemployed"
31,"Connecticut",30591.44,"Bachelor's Degree","Full Time","Separated",TRUE,"Democrat","Ranjana","Teacher"
30,"New Jersey",39240.92,"Bachelor's Degree","Full Time","Never Married",TRUE,"Democrat","Lozelle","Farmer"
50,"Kentucky",25937.45,"Bachelor's Degree","Student","Never Married",FALSE,"Republican","Ranyla","Farmer"
64,"North Carolina",30905.6,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Artricia","Marketer"
61,"Texas",60699.9,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Lenamarie","Marketer"
70,"Mississippi",13256.03,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Republican","Aryelle","Unemployed"
89,"Tennessee",939.8,"Associate's Degree","Part Time","Married",FALSE,"Democrat","Geneal","Farmer"
30,"Hawaii",55283.84,"Regular High School Diploma","Student","Separated",TRUE,"Democrat","Evrett","Construction"
33,"New York",37155.42,"Some College, 1 or More Years, No Degree","Unemployed","Separated",FALSE,"Democrat","Bimal","Data Scientist"
31,"Louisiana",68420.66,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Valois","Construction"
79,"Arkansas",30215.9,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Mauda","Doctor"
22,"Florida",39170.47,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Republican","Fardi","Construction"
25,"Indiana",33504.89,"GED or Alternative Credential","Unemployed","Never Married",FALSE,"Republican","Kiniyah","Unemployed"
62,"Pennsylvania",32437.32,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Hollyanne","Lawyer"
81,"California",45615.87,"Regular High School Diploma","Unemployed","Separated",FALSE,"Republican","Emidio","Farmer"
19,"Alabama",18266.25,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Democrat","Rayce","Teacher"
63,"Virginia",52931.27,"Associate's Degree","Full Time","Divorced",TRUE,"Democrat","Crecencio","Unemployed"
55,"Missouri",28327.29,"No Schooling Completed","Retired","Widowed",FALSE,"Republican","Gareld","Unemployed"
58,"California",29559.14,"9th Grade to 12th Grade, No Diploma","Student","Widowed",FALSE,"Republican","Cobin","Teacher"
80,"Pennsylvania",35443.57,"Regular High School Diploma","Part Time","Divorced",TRUE,"Republican","Seleni","Teacher"
79,"Missouri",20987.81,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Republican","Clanton","Marketer"
56,"Florida",12008.06,"Master's Degree","Part Time","Divorced",FALSE,"Republican","Vijaya","Farmer"
44,"Michigan",73712.88,"Master's Degree","Student","Married",FALSE,"Democrat","Kenderek","Teacher"
28,"New York",35152.08,"Master's Degree","Unemployed","Never Married",TRUE,"Democrat","Raneka","Farmer"
87,"Michigan",30713.21,"Bachelor's Degree","Retired","Never Married",FALSE,"Republican","Latreca","Farmer"
21,"California",9194.96,"Associate's Degree","Full Time","Separated",FALSE,"Democrat","Jophy","Teacher"
28,"North Carolina",13604.61,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Dekon","Construction"
35,"Oregon",44215.29,"GED or Alternative Credential","Student","Divorced",TRUE,"Republican","Jasheem","Marketer"
41,"Maryland",29414.36,"Some College, 1 or More Years, No Degree","Student","Separated",FALSE,"Democrat","Truth","Doctor"
28,"Texas",48255.68,"Bachelor's Degree","Unemployed","Married",FALSE,"Democrat","Tiy","Teacher"
37,"Ohio",3424.98,"Regular High School Diploma","Part Time","Widowed",FALSE,"Democrat","Oonagh","Farmer"
51,"California",21372.82,"Bachelor's Degree","Unemployed","Never Married",FALSE,"Democrat","Koalton","Data Scientist"
44,"Alabama",93255.51,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Democrat","Pershing","Unemployed"
47,"Missouri",7526.47,"Bachelor's Degree","Full Time","Married",FALSE,"Democrat","Jakaylah","Unemployed"
71,"Ohio",30065.91,"Regular High School Diploma","Retired","Never Married",FALSE,"Democrat","Debria","Data Scientist"
37,"Texas",20142.41,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Sabel","Data Scientist"
44,"California",48115.34,"Nursery School to 8th Grade","Full Time","Never Married",FALSE,"Republican","Jeraldy","Data Scientist"
44,"New Jersey",11473.59,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Democrat","Jabaris","Marketer"
38,"Alabama",11815.11,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Kristol","Doctor"
29,"New York",18562.67,"Master's Degree","Full Time","Separated",FALSE,"Republican","Aliyas","Lawyer"
65,"Pennsylvania",55120.6,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Democrat","Trifon","Lawyer"
85,"North Carolina",16128.86,"Bachelor's Degree","Retired","Divorced",FALSE,"Democrat","Kairon","Farmer"
88,"New Jersey",80974.26,"Nursery School to 8th Grade","Unemployed","Widowed",TRUE,"Republican","Jatavius","Construction"
51,"Florida",102259.32,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Yasmani","Marketer"
58,"North Carolina",168199.1,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Kanosha","Teacher"
49,"North Carolina",22229.14,"Bachelor's Degree","Full Time","Married",FALSE,"Democrat","Vergina","Data Scientist"
62,"Texas",94702.19,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Republican","Renzie","Data Scientist"
43,"Georgia",54254.86,"Regular High School Diploma","Unemployed","Widowed",FALSE,"Republican","Zitlali","Construction"
39,"Arizona",27523.91,"Bachelor's Degree","Full Time","Separated",TRUE,"Republican","Jaquelinee","Construction"
39,"Michigan",27447.78,"Some College, Less than 1 Year","Full Time","Widowed",FALSE,"Democrat","Taff","Farmer"
44,"Arkansas",16350.3,"Master's Degree","Retired","Divorced",TRUE,"Republican","Joshiah","Construction"
24,"Michigan",22991.6,"Nursery School to 8th Grade","Part Time","Divorced",FALSE,"Democrat","Dracy","Data Scientist"
47,"Ohio",48056.53,"Bachelor's Degree","Full Time","Separated",TRUE,"Republican","Elice","Doctor"
22,"Texas",38796.09,"Bachelor's Degree","Unemployed","Separated",FALSE,"Democrat","Laeken","Teacher"
33,"Indiana",66728.89,"Regular High School Diploma","Full Time","Married",TRUE,"Democrat","Emojean","Data Scientist"
37,"Connecticut",20941.2,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Democrat","Zimri","Data Scientist"
53,"Florida",111024.04,"Regular High School Diploma","Unemployed","Married",FALSE,"Democrat","Doylene","Marketer"
89,"South Carolina",13863.04,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Ramonica","Farmer"
83,"Connecticut",32835.69,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Ronney","Teacher"
76,"Illinois",30085.32,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Dacen","Lawyer"
27,"Illinois",6240.76,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Democrat","Shanylah","Unemployed"
44,"California",9474.54,"Some College, 1 or More Years, No Degree","Full Time","Widowed",TRUE,"Democrat","Keaisa","Construction"
47,"Maryland",15982.83,"9th Grade to 12th Grade, No Diploma","Student","Separated",FALSE,"Democrat","Dietrick","Doctor"
24,"Tennessee",28984.14,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Sirenity","Construction"
86,"Idaho",56434.38,"Doctorate Degree","Full Time","Widowed",TRUE,"Republican","Jamariun","Marketer"
77,"Kentucky",61282.34,"Regular High School Diploma","Student","Separated",FALSE,"Democrat","Oakley","Lawyer"
22,"New York",27514.68,"Regular High School Diploma","Student","Widowed",FALSE,"Republican","Ksenia","Lawyer"
20,"Texas",47785.54,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Democrat","Purlie","Lawyer"
49,"California",37409.53,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Atzimba","Construction"
44,"Ohio",45544.52,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Democrat","Aadhav","Unemployed"
87,"North Carolina",33099.52,"Regular High School Diploma","Retired","Widowed",TRUE,"Democrat","Terralynn","Farmer"
49,"Texas",12847.13,"Master's Degree","Student","Married",FALSE,"Republican","Tylecia","Farmer"
19,"Idaho",8909.66,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Ahlanna","Construction"
56,"Kansas",71068.89,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Republican","Dalyn","Farmer"
76,"Kansas",21530.04,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Labreshia","Unemployed"
72,"Kansas",73857.24,"Regular High School Diploma","Retired","Separated",FALSE,"Democrat","Suzetta","Teacher"
18,"South Carolina",18803.86,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Itzelt","Construction"
78,"Ohio",34348.83,"Bachelor's Degree","Retired","Never Married",FALSE,"Republican","Stephfan","Farmer"
84,"Ohio",20081.29,"Regular High School Diploma","Full Time","Married",TRUE,"Democrat","Edw","Lawyer"
89,"Texas",42957.08,"9th Grade to 12th Grade, No Diploma","Part Time","Divorced",FALSE,"Democrat","Crystallee","Construction"
82,"Connecticut",97519.72,"Bachelor's Degree","Student","Married",FALSE,"Republican","Sabre","Lawyer"
52,"North Carolina",14823.42,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Ahtziri","Farmer"
30,"Massachusetts",33040.57,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Serentiy","Unemployed"
64,"California",4084.22,"Regular High School Diploma","Full Time","Never Married",FALSE,"Republican","Mariby","Marketer"
81,"Connecticut",73260.35,"Associate's Degree","Unemployed","Divorced",FALSE,"Democrat","Melaki","Lawyer"
61,"New York",49001.62,"Regular High School Diploma","Full Time","Divorced",TRUE,"Republican","Ivona","Marketer"
45,"Georgia",79708.48,"GED or Alternative Credential","Full Time","Married",FALSE,"Republican","Karaya","Unemployed"
27,"California",54170.49,"Some College, Less than 1 Year","Unemployed","Separated",FALSE,"Democrat","Harmandeep","Doctor"
68,"Pennsylvania",24600.58,"GED or Alternative Credential","Full Time","Separated",TRUE,"Democrat","Ayeshia","Lawyer"
65,"Louisiana",73392.29,"Some College, Less than 1 Year","Part Time","Divorced",FALSE,"Republican","Jayliannie","Unemployed"
29,"West Virginia",101673.34,"Nursery School to 8th Grade","Student","Never Married",FALSE,"Republican","Dain","Construction"
32,"Oregon",23040.81,"Nursery School to 8th Grade","Student","Married",FALSE,"Republican","Yahari","Teacher"
51,"Georgia",58762.51,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Nickell","Unemployed"
29,"New Jersey",61238.33,"Regular High School Diploma","Full Time","Married",TRUE,"Democrat","Kelin","Lawyer"
31,"Iowa",137939.79,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Sophianna","Marketer"
66,"Ohio",31408.04,"Master's Degree","Full Time","Divorced",FALSE,"Republican","Teghveer","Lawyer"
61,"Nebraska",28816.58,"Master's Degree","Full Time","Married",TRUE,"Democrat","Brittnye","Data Scientist"
37,"Ohio",32607.58,"Bachelor's Degree","Full Time","Separated",TRUE,"Libertarian","Kahl","Unemployed"
76,"California",2629.37,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Hilaire","Data Scientist"
78,"Kentucky",72920.64,"Associate's Degree","Full Time","Married",TRUE,"Republican","Videl","Lawyer"
45,"Ohio",6549.17,"Professional School Degree","Full Time","Separated",FALSE,"Democrat","Samaree","Construction"
66,"Georgia",24660.89,"Some College, Less than 1 Year","Full Time","Widowed",FALSE,"Republican","Tyena","Lawyer"
79,"Pennsylvania",35125.19,"Some College, 1 or More Years, No Degree","Unemployed","Never Married",FALSE,"Democrat","Kaileah","Teacher"
47,"Ohio",33858.35,"GED or Alternative Credential","Part Time","Widowed",FALSE,"Republican","Elana","Construction"
66,"Iowa",18444.36,"Bachelor's Degree","Unemployed","Widowed",TRUE,"Democrat","Colley","Doctor"
59,"Georgia",42190.16,"Regular High School Diploma","Full Time","Never Married",FALSE,"Republican","Tyjuana","Teacher"
85,"Michigan",22121.15,"Regular High School Diploma","Student","Divorced",FALSE,"Republican","Ayvia","Marketer"
79,"Washington",52367.09,"Regular High School Diploma","Full Time","Never Married",TRUE,"Democrat","Aedric","Teacher"
33,"Florida",81192.62,"Master's Degree","Full Time","Widowed",FALSE,"Republican","Shervonda","Teacher"
33,"Idaho",14847.68,"Regular High School Diploma","Part Time","Married",TRUE,"Democrat","Hardik","Lawyer"
37,"Texas",35628.66,"9th Grade to 12th Grade, No Diploma","Full Time","Married",TRUE,"Democrat","Afiyah","Construction"
77,"Alaska",40938.23,"Regular High School Diploma","Student","Married",TRUE,"Republican","Derba","Farmer"
77,"Florida",31041.28,"Master's Degree","Retired","Separated",FALSE,"Democrat","Rachella","Marketer"
20,"Illinois",99408.08,"Associate's Degree","Part Time","Married",FALSE,"Democrat","Fe","Teacher"
89,"Mississippi",3873.91,"Some College, 1 or More Years, No Degree","Student","Separated",FALSE,"Republican","Wilburn","Data Scientist"
18,"Ohio",17188.51,"Associate's Degree","Full Time","Divorced",FALSE,"Democrat","Arveta","Data Scientist"
85,"Minnesota",41247.7,"Master's Degree","Full Time","Widowed",TRUE,"Democrat","Jaewoo","Farmer"
23,"Ohio",39285.33,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Democrat","Zenolia","Doctor"
67,"Michigan",51132.37,"Regular High School Diploma","Full Time","Separated",TRUE,"Republican","Cordel","Lawyer"
36,"Missouri",64367.46,"Associate's Degree","Full Time","Never Married",FALSE,"Democrat","Benigno","Lawyer"
89,"Missouri",20737.69,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Dior","Lawyer"
62,"Georgia",12439.44,"Some College, 1 or More Years, No Degree","Retired","Married",FALSE,"Democrat","Raesean","Teacher"
60,"Maryland",85059.7,"Regular High School Diploma","Retired","Never Married",FALSE,"Democrat","Depree","Data Scientist"
22,"California",14567.6,"Associate's Degree","Full Time","Separated",FALSE,"Republican","Jaxsen","Doctor"
67,"New Hampshire",2822.62,"No Schooling Completed","Full Time","Never Married",FALSE,"Republican","Tarcha","Unemployed"
38,"Illinois",30228.2,"Master's Degree","Retired","Divorced",FALSE,"Democrat","Jesusenrique","Farmer"
70,"Colorado",75554.71,"Professional School Degree","Full Time","Widowed",FALSE,"Democrat","Ysela","Teacher"
